"어업별","품종별","행정구역별","판매형태별","항목","단위","2016.01 월","2016.02 월","2016.03 월","2016.04 월","2016.05 월","2016.06 월","2016.07 월","2016.08 월","2016.09 월","2016.10 월","2016.11 월","2016.12 월","2017.01 월","2017.02 월","2017.03 월","2017.04 월","2017.05 월","2017.06 월","2017.07 월","2017.08 월","2017.09 월","2017.10 월","2017.11 월","2017.12 월","2018.01 월","2018.02 월","2018.03 월","2018.04 월","2018.05 월","2018.06 월","2018.07 월","2018.08 월","2018.09 월","2018.10 월","2018.11 월","2018.12 월","2019.01 월","2019.02 월","2019.03 월","2019.04 월","2019.05 월","2019.06 월","2019.07 월","2019.08 월","2019.09 월","2019.10 월","2019.11 월","2019.12 월","2020.01 월","2020.02 월","2020.03 월","2020.04 월","2020.05 월","2020.06 월","2020.07 월","2020.08 월","2020.09 월","2020.10 월","2020.11 월","2020.12 월","2021.01 월","2021.02 월","2021.03 월","2021.04 월","2021.05 월","2021.06 월","2021.07 월","2021.08 월","2021.09 월","2021.10 월","2021.11 월","2021.12 월","2022.01 월","2022.02 월","2022.03 월","2022.04 월","2022.05 월","2022.06 월","2022.07 월","2022.08 월",
"계","계","계","계","생산량:계","","343795.73674","348988.36629","519766.94527","303756.14929","275030.1314","192958.262","190463.58607","170309.9731","196194.9592","186201.094","232465.56181","309501.50431","337437.70862","354819.18574","630496.2742","408940.82619","282980.78069","237121.2878","216853.50929","207944.7863","216616.39384","203185.19142","266844.62293","361470.71762","387204.65351","356499.83679","537768.86602","351774.69944","339334.68871","325271.96087","206164.61174","164762.2591","225374.14562","240870.65129","280020.49406","355009.97705","445768.02025","401544.27453","605115.13892","365695.17474","342307.8184","340935.58684","175188.70419","187685.24","172267.32746","198640.89294","249924.04394","375896.53845","365090.32911","377853.85947","526823.88784","402551.64282","308881.59844","281871.40069","244645.31325","188716.65701","176903.49463","206277.18874","269913.34342","363344.55898","388835.46203","408367.57247","611303.66957","417589.03107","332934.61252","288330.50997","216186.34438","191131.52246","172030.18171","200118.00551","248477.00736","344743.78082","409939.58768","381179.86414","601258.5172","363851.56811","310481.23704","260436.10203","190575.81109","175252.33446",
"계","계","계","계통","생산량:계","","187399.204","134075.654","172306.447","117223.75","53814.225","76864.665","61915.163","78419.341","86510.299","102852.524","158905.164","192968.741","178467.248","150938.181","180902.584","46241.432","58743.787","109689.517","76330.046","93576.265","113522.281","89552.928","157693.446","219713.875","211661.575","162448.197","197071.749","110431.838","58049.561","74137.551","83856.855","71528.35","121094.104","138040.681","184613.171","195480.408","240034.42","165569.983","185289.016","120026.99","51417.771","99186.279","69854.975","68560.345","66782.725","98082.023","134614.775","236139.593","183828.419","181344.042","184559.688","94917.627","51838.969","77454.498","78225.078","62944.044","84973.737","115933.924","159417.124","214060.436","189281.938","173790.136","217801.295","103982.894","52509.709","99134.682","68571.887","70063.328","89423.325","120075.848","143493.678","218533.694","224462.228","187813.653","197107.072","101757.88","59371.212","72209.534","52033.515","68629.908",
"계","계","계","비계통","생산량:계","","156396.53274","214912.71229","347460.49827","186532.39929","221215.9064","116093.597","128548.42307","91890.6321","109684.6602","83348.57","73560.39781","116532.76331","158970.46062","203881.00474","449593.6902","362699.39419","224236.99369","127431.7708","140523.46329","114368.5213","103094.11284","113632.26342","109151.17693","141756.84262","175543.07851","194051.63979","340697.11702","241342.86144","281285.12771","251134.40987","122307.75674","93233.9091","104280.04162","102829.97029","95407.32306","159529.56905","205733.60025","235974.29153","419826.12292","245668.18474","290890.0474","241749.30784","105333.72919","119124.895","105484.60246","100558.86994","115309.26894","139756.94545","181261.91011","196509.81747","342264.19984","307634.01582","257042.62944","204416.90269","166420.23525","125772.61301","91929.75763","90343.26474","110496.21942","149284.12298","199553.52403","234577.43647","393502.37457","313606.13707","280424.90352","189195.82797","147614.45738","121068.19446","82606.85671","80042.15751","104983.32936","126210.08682","185477.35968","193366.21114","404151.4452","262093.68811","251110.02504","188226.56803","138542.29609","106622.42646",
"계","계","국내계","계","생산량:계","","314163.73674","326342.36629","482659.94527","269184.14929","231223.1314","149533.262","140914.58607","130324.9731","149973.9592","144839.094","198749.56181","277470.50431","306410.05862","325997.11574","584865.5232","366382.45819","248878.42769","190889.2638","184461.79229","169005.1403","190348.44884","152270.15842","231932.34493","327544.98162","349331.84751","326268.10079","490711.96202","307210.28444","290828.32071","278443.20087","169154.31974","135472.3601","191497.90662","195091.84729","241909.87806","320547.34305","413612.43425","361349.15053","554642.73892","321402.12374","292794.0104","292703.89184","126774.76219","153349.629","132015.85746","152904.66094","211725.39394","343898.96945","336345.26811","346546.48847","480857.77984","366259.90082","260121.58644","241928.80869","207770.25825","152094.23801","151965.48863","170582.09374","232842.21342","328941.67398","352059.70003","369440.59847","553737.74557","365864.61007","290049.99952","250373.66897","183590.91738","155674.15146","149613.44771","171249.35651","222754.67636","316813.90882","376314.52268","352223.75314","554887.6642","322663.16111","266279.78104","222749.06303","161743.89209","151600.33746",
"계","계","국내계","계통","생산량:계","","187399.204","134075.654","172306.447","117223.75","53814.225","76864.665","61915.163","78419.341","86510.299","102852.524","158905.164","192968.741","178467.248","150938.181","180902.584","46241.432","58743.787","109689.517","76330.046","93576.265","113522.281","89552.928","157693.446","219713.875","211661.575","162448.197","197071.749","110431.838","58049.561","74137.551","83856.855","71528.35","121094.104","138040.681","184613.171","195480.408","240034.42","165569.983","185289.016","120026.99","51417.771","99186.279","69854.975","68560.345","66782.725","98082.023","134614.775","236139.593","183828.419","181344.042","184559.688","94917.627","51838.969","77454.498","78225.078","62944.044","84973.737","115933.924","159417.124","214060.436","189281.938","173790.136","217801.295","103982.894","52509.709","99134.682","68571.887","70063.328","89423.325","120075.848","143493.678","218533.694","224462.228","187813.653","197107.072","101757.88","59371.212","72209.534","52033.515","68629.908",
"계","계","국내계","비계통","생산량:계","","126764.53274","192266.71229","310353.49827","151960.39929","177408.9064","72668.597","78999.42307","51905.6321","63463.6602","41986.57","39844.39781","84501.76331","127942.81062","175058.93474","403962.9392","320141.02619","190134.64069","81199.7468","108131.74629","75428.8753","76826.16784","62717.23042","74238.89893","107831.10662","137670.27251","163819.90379","293640.21302","196778.44644","232778.75971","204305.64987","85297.46474","63944.0101","70403.80262","57051.16629","57296.70706","125066.93505","173578.01425","195779.16753","369353.72292","201375.13374","241376.2394","193517.61284","56919.78719","84789.284","65233.13246","54822.63794","77110.61894","107759.37645","152516.84911","165202.44647","296298.09184","271342.27382","208282.61744","164474.31069","129545.18025","89150.19401","66991.75163","54648.16974","73425.08942","114881.23798","162777.76203","195650.46247","335936.45057","261881.71607","237540.29052","151238.98697","115019.03038","85610.82346","60190.12271","51173.50851","79260.99836","98280.21482","151852.29468","164410.10014","357780.5922","220905.28111","206908.56904","150539.52903","109710.37709","82970.42946",
"계","계","부산광역시","계","생산량:계","","49788.26125","18374.36708","16591.48225","14137.21751","10928.90747","13132.49816","10707.52367","19241.43691","26531.16142","33808.74531","51311.2533","59498.80473","34780.04015","20004.07363","16631.0338","6993.3033","12243.18795","14790.80648","13064.52796","25014.22943","24747.9432","17487.83367","29068.76897","48802.03968","42583.17195","17814.44895","25304.9146","10233.7594","7080.8828","11607.2292","20663.2307","22294.9907","43287.3018","38390.016","50852.489","38020.9793","50844.1641","19961.39773","15461.00095","11042.246","11854.38844","9258.72512","10134.96702","16800.69932","13053.49842","17313.29443","23468.40477","57982.4451","30423.63696","23846.85554","17872.66026","9212.77728","8576.6933","8493.453","13939.2864","13189.6754","17268.0785","27527.7423","28160.678","36396.6526","26920.6331","22861.07871","20280.07487","10476.40649","7834.3416","7092.40285","14578.26477","18112.47595","29978.98073","37579.44832","34177.81074","48376.6012","35102.73021","16537.91642","22027.76187","8582.13509","9139.31398","8563.3916","7423.31635","17520.7451",
"계","계","부산광역시","계통","생산량:계","","46957.687","15888.365","14525.654","13145.969","5984.546","9383.427","10036.917","18754.441","26123.503","33459.716","50616.217","56363.108","30445.755","13287.876","12812.659","4651.9","6368.642","9986.262","12409.539","24514.664","24157.496","16970.394","28655.916","48530.808","39484.418","14815.827","22155.446","9159.254","2832.968","2912.388","19353.505","21123.923","42657.847","37506.011","50192.424","35909.872","48180.357","16001.461","12711.811","10353.081","3428.776","2557.963","9446.187","15854.913","12392.996","16810.186","22884.901","56306.061","27495.652","20102.516","16760.599","6714.309","3810.512","3764.209","13365.327","12703.4","16693.733","26754.148","27585.262","34679.799","24149.918","18422.344","17147.708","8863.609","3313.668","3772.998","13937.997","17302.894","29400.048","36892.118","33035.436","47268.371","32131.974","12010.259","17585.521","7013.418","3278.542","3638.799","6600.823","16867.749",
"계","계","부산광역시","비계통","생산량:계","","2830.57425","2486.00208","2065.82825","991.24851","4944.36147","3749.07116","670.60667","486.99591","407.65842","349.02931","695.0363","3135.69673","4334.28515","6716.19763","3818.3748","2341.4033","5874.54595","4804.54448","654.98896","499.56543","590.4472","517.43967","412.85297","271.23168","3098.75395","2998.62195","3149.4686","1074.5054","4247.9148","8694.8412","1309.7257","1171.0677","629.4548","884.005","660.065","2111.1073","2663.8071","3959.93673","2749.18995","689.165","8425.61244","6700.76212","688.78002","945.78632","660.50242","503.10843","583.50377","1676.3841","2927.98496","3744.33954","1112.06126","2498.46828","4766.1813","4729.244","573.9594","486.2754","574.3455","773.5943","575.416","1716.8536","2770.7151","4438.73471","3132.36687","1612.79749","4520.6736","3319.40485","640.26777","809.58195","578.93273","687.33032","1142.37474","1108.2302","2970.75621","4527.65742","4442.24087","1568.71709","5860.77198","4924.5926","822.49335","652.9961",
"계","계","대구광역시","계","생산량:계","",".824","16.27","7.273","1.971","11.202","11.038",".81","1.126",".991","1.156","11.759","1.182","10.83","41.249","16.022",".928","15.711",".242",".515","15.599","17.268","16.041","2.962","1.23","4.577","1.065","5.118","2.601",".43",".729",".611","1.252",".595",".8","1.24","1.335",".475","2.098","1.466",".618",".733","1.635",".663","1.33",".927",".871",".977","1.596","1.2852","1.4868","1.302","1.4616","1.4604","1.1448","1.5348","1.6392",".7668",".6432",".8796",".7452",".9696","1.6536","1.2648","1.476",".768",".7416",".624",".5904",".9216",".606",".5472",".4704",".5676",".7992","1.026",".8364",".966",".9024",".9048",".996",
"계","계","대구광역시","비계통","생산량:계","",".824","16.27","7.273","1.971","11.202","11.038",".81","1.126",".991","1.156","11.759","1.182","10.83","41.249","16.022",".928","15.711",".242",".515","15.599","17.268","16.041","2.962","1.23","4.577","1.065","5.118","2.601",".43",".729",".611","1.252",".595",".8","1.24","1.335",".475","2.098","1.466",".618",".733","1.635",".663","1.33",".927",".871",".977","1.596","1.2852","1.4868","1.302","1.4616","1.4604","1.1448","1.5348","1.6392",".7668",".6432",".8796",".7452",".9696","1.6536","1.2648","1.476",".768",".7416",".624",".5904",".9216",".606",".5472",".4704",".5676",".7992","1.026",".8364",".966",".9024",".9048",".996",
"계","계","인천광역시","계","생산량:계","","1208.63205","964.20856","1025.97381","1546.02846","2417.26297","2342.41777","821.57182","1185.92698","3859.34481","2915.64466","2190.05744","1992.94001","1156.78428","738.48213","937.33972","1574.29686","2902.45743","2345.422","642.1435","793.59923","3026.51907","2709.81681","2310.34421","1997.81952","1306.22643","865.66195","756.7312","1685.8902","2468.0941","2366.4528","1820.1715","2106.421","3935.4813","3327.021","3014.3839","2210.672","2064.63317","1355.18344","1647.12467","2048.92729","3384.94687","2793.6816","1181.3327","1684.2522","3308.0358","3145.6065","2471.756","3119.4204","2078.95348","2248.05255","2941.70632","2344.91983","2843.388","3052.2929","1504.0965","2317.1326","4888.0897","3014.2616","3331.182","3653.8598","2521.35981","1471.832","2869.4345","3069.6646","3042.0295","2821.8638","989.9568","2085.5284","4898.1697","3550.8152","3676.7538","3592.3146","2930.56639","2526.16398","2729.03415","3151.67833","4183.43419","2325.9837","695.36","1103.2656",
"계","계","인천광역시","계통","생산량:계","","257.252","88.864","255.933","721.876","1312.67","1109.615","445.401","811.129","3197.135","2480.802","1562.782","522.956","301.342","83.551","235.684","939.97","1720.029","1299.003","358.721","478.442","2287.133","2137.929","1753.133","1067.552","987.438","391.745","436.998","1069.698","1454.92","928.981","563.074","688.032","2180.481","2311.381","1955.044","1268.174","1166.181","710.205","1174.036","1335.738","1919.801","918.51","598.575","781.629","2109.487","1914.774","1619.324","1779.615","930.603","1211.499","1613.31","1053.442","1265.624","1147.216","570.623","872.448","3356.927","2259.336","1595.641","2309.303","1549.358","1038.341","2107.273","1741.709","1382.994","1019.233","561.928","900.319","3405.269","2848.192","2516.771","2383.039","1790.757","1695.85","2532.426","2308.218","2247.262","1336.456","358.511","760.945",
"계","계","인천광역시","비계통","생산량:계","","951.38005","875.34456","770.04081","824.15246","1104.59297","1232.80277","376.17082","374.79798","662.20981","434.84266","627.27544","1469.98401","855.44228","654.93113","701.65572","634.32686","1182.42843","1046.419","283.4225","315.15723","739.38607","571.88781","557.21121","930.26752","318.78843","473.91695","319.7332","616.1922","1013.1741","1437.4718","1257.0975","1418.389","1755.0003","1015.64","1059.3399","942.498","898.45217","644.97844","473.08867","713.18929","1465.14587","1875.1716","582.7577","902.6232","1198.5488","1230.8325","852.432","1339.8054","1148.35048","1036.55355","1328.39632","1291.47783","1577.764","1905.0769","933.4735","1444.6846","1531.1627","754.9256","1735.541","1344.5568","972.00181","433.491","762.1615","1327.9556","1659.0355","1802.6308","428.0288","1185.2094","1492.9007","702.6232","1159.9828","1209.2756","1139.80939","830.31398","196.60815","843.46033","1936.17219","989.5277","336.849","342.3206",
"계","계","광주광역시","계","생산량:계","","1.05","1.02","1.59","1.511","1.573","1.51","1.521","1.67","1.69","1.75","1.357","1.8","1.64","1.645","1.75","1.56","1.745","1.745","1.825","1.772","1.8","1.6","1.64","1.735","1.725","1.67","1.74","1.74","1.76","1.77","1.785","1.79","1.49","1.75","1.735","1.74","1.175","4.26","1.088","1.233","1.25","1.249","1.265","1.243","1.235","1.255","1.237","1.23","1.21","1.22",".9","1.09","1.715","1.804","1.84",".82",".215","1.115","1.33","1.125","1.12","1.11","1.11","1.12","1.13",".705",".757",".674",".26","1.136","1.107",".92",".913",".946",".941",".931","1.226","1.007","1.237","1.524",
"계","계","광주광역시","비계통","생산량:계","","1.05","1.02","1.59","1.511","1.573","1.51","1.521","1.67","1.69","1.75","1.357","1.8","1.64","1.645","1.75","1.56","1.745","1.745","1.825","1.772","1.8","1.6","1.64","1.735","1.725","1.67","1.74","1.74","1.76","1.77","1.785","1.79","1.49","1.75","1.735","1.74","1.175","4.26","1.088","1.233","1.25","1.249","1.265","1.243","1.235","1.255","1.237","1.23","1.21","1.22",".9","1.09","1.715","1.804","1.84",".82",".215","1.115","1.33","1.125","1.12","1.11","1.11","1.12","1.13",".705",".757",".674",".26","1.136","1.107",".92",".913",".946",".941",".931","1.226","1.007","1.237","1.524",
"계","계","대전광역시","계","생산량:계","","1.5","1.3","1.5","1.5","6","2.55","7.2","28","26.4","18","","","1","1.1","1.1","1.2","1.2","1","3","9","13.1","9.1","1","","","",".5","3.2","3.2","2.6","6.8","12.2","2.8","12.7","2.8","",".084",".07","1.29","4.44","4.3935","1.793","2.461","5.566","7.395","14",".022",".005",".111",".069",".221","4.466","3.113","5.273","2.491","4.208","5.666","18.06","16.02","1.126","1.089",".227","1.645","2.281","3.293","4.252","3.327","6.084","8.642","7.247","3.744","4.531",".842",".97",".162",".483","1.138","2.05","2.18","3.6315",
"계","계","대전광역시","비계통","생산량:계","","1.5","1.3","1.5","1.5","6","2.55","7.2","28","26.4","18","","","1","1.1","1.1","1.2","1.2","1","3","9","13.1","9.1","1","","","",".5","3.2","3.2","2.6","6.8","12.2","2.8","12.7","2.8","",".084",".07","1.29","4.44","4.3935","1.793","2.461","5.566","7.395","14",".022",".005",".111",".069",".221","4.466","3.113","5.273","2.491","4.208","5.666","18.06","16.02","1.126","1.089",".227","1.645","2.281","3.293","4.252","3.327","6.084","8.642","7.247","3.744","4.531",".842",".97",".162",".483","1.138","2.05","2.18","3.6315",
"계","계","울산광역시","계","생산량:계","","2876.73629","2242.12849","2122.01179","1501.86943","1261.29021","1301.10917","650.27738","535.13911","480.19968","757.60151","1137.72904","1412.85447","2340.99896","2591.51779","1960.4716","1171.50729","955.07756","1289.96805","569.88865","482.33626","859.27195","452.12591","953.47187","1740.21646","2211.30523","2073.49551","1373.4088","1749.6407","1440.1398","1415.8621","726.3475","475.6479","587.9035","967.4894","1336.9208","2256.7217","2383.03868","2430.81151","2601.5712","1229.12431","1422.6043","1316.4339","615.169","532.22","530.8369","665.1528","1225.9063","2663.6938","2725.05403","2299.1875","1685.75134","1528.158","1410.0493","1510.5084","780.6775","759.017","473.6785","854.8452","1352.2628","3178.083","1765.07445","1860.9726","2330.16876","2044.34411","1260.7377","1279.1983","877.1907","525.1422","584.0861","1047.1737","1175.0581","1538.3695","372.23491","2329.71598","2566.35812","1472.84399","1722.66245","1591.1125","1560.2154","778.9717",
"계","계","울산광역시","계통","생산량:계","","1850.696","645.147","408.796","391.783","511.483","473.929","306.207","291.087","341.844","561.809","987.978","1084.538","1134.538","1082.776","655.219","516.712","519.062","517.37","376.499","378.68","477.09","380.368","784.585","1287.214","1724.959","790.291","567.603","546.504","637.104","547.821","350.686","303.717","441.625","815.549","952.152","1811.817","1458.339","1261.316","1238.721","788.306","600.936","449.868","413.486","332.1","404.449","514.217","762.292","2210.536","1980.655","850.699","901.533","680.774","816.599","774.987","510.632","580.373","396.489","732.835","1174.736","2887.609","1532.918","1223.945","1297.367","996.433","665.866","846.779","710.845","427.074","472.834","862.421","989.176","1300.126","122.053","743.524","1070.992","827.147","1129.274","1047.696","1176.028","624.903",
"계","계","울산광역시","비계통","생산량:계","","1026.04029","1596.98149","1713.21579","1110.08643","749.80721","827.18017","344.07038","244.05211","138.35568","195.79251","149.75104","328.31647","1206.46096","1508.74179","1305.2526","654.79529","436.01556","772.59805","193.38965","103.65626","382.18195","71.75791","168.88687","453.00246","486.34623","1283.20451","805.8058","1203.1367","803.0358","868.0411","375.6615","171.9309","146.2785","151.9404","384.7688","444.9047","924.69968","1169.49551","1362.8502","440.81831","821.6683","866.5659","201.683","200.12","126.3879","150.9358","463.6143","453.1578","744.39903","1448.4885","784.21834","847.384","593.4503","735.5214","270.0455","178.644","77.1895","122.0102","177.5268","290.474","232.15645","637.0276","1032.80176","1047.91111","594.8717","432.4193","166.3457","98.0682","111.2521","184.7527","185.8821","238.2435","250.18191","1586.19198","1495.36612","645.69699","593.38845","543.4165","384.1874","154.0687",
"계","계","세종특별자치시","계","생산량:계","","17.66","15.568","16.73","25.611","18.882","43.409","43.6855","25.9022","18.747","29.941","29.75","39.213","20.015","23.307","38.445","22.708","23.288","20.0305","30.126","50.816","58.927","22.496","10.541","31.827","17.904","10.004","14.921","37.987","47.201","60.493","27.724","46.625","46.025","18.406","10.253","9.986","16.299","9.993","9.338","27.4","11.087","18.541","24.795","17.751","14.829","9.567","6.53","6.431","16.969","7.044","6.04","16.72","31.129","11.477","36.48","16.643","22.671","33.941","5.027","3.672","5.573","8.64","11.573","17.869","10.883","35.611","12.942","34.411","39.006","32.732","9.303","6.213","5.433","15.39","20.029","9.982","11.771","7.668","20.21","41.13",
"계","계","세종특별자치시","비계통","생산량:계","","17.66","15.568","16.73","25.611","18.882","43.409","43.6855","25.9022","18.747","29.941","29.75","39.213","20.015","23.307","38.445","22.708","23.288","20.0305","30.126","50.816","58.927","22.496","10.541","31.827","17.904","10.004","14.921","37.987","47.201","60.493","27.724","46.625","46.025","18.406","10.253","9.986","16.299","9.993","9.338","27.4","11.087","18.541","24.795","17.751","14.829","9.567","6.53","6.431","16.969","7.044","6.04","16.72","31.129","11.477","36.48","16.643","22.671","33.941","5.027","3.672","5.573","8.64","11.573","17.869","10.883","35.611","12.942","34.411","39.006","32.732","9.303","6.213","5.433","15.39","20.029","9.982","11.771","7.668","20.21","41.13",
"계","계","경기도","계","생산량:계","","2426.17715","1875.41176","2245.55696","1887.10295","1070.53397","713.42364","726.25146","596.0445","648.2819","634.45043","2243.5773","5107.62918","4097.26398","3242.8918","3242.36989","3071.75578","555.24869","558.08984","562.68725","768.00102","1748.85269","832.90464","2449.78224","4966.17353","4237.59211","2694.1363","4380.15298","3209.95843","781.12805","808.31325","930.58611","857.15394","1173.67213","1100.21524","1964.10165","3847.06065","5242.74982","5065.02275","5490.67322","4168.99236","856.53131","1056.32793","857.40937","796.30794","1009.27198","966.48956","2559.46123","6162.92316","5998.68347","6999.35008","6908.4112","2158.64258","1274.21202","668.78086","665.3374","688.36715","1029.88607","921.57487","1769.20749","7062.14825","4857.42872","4750.96836","8010.59189","4191.48581","865.40071","738.95732","869.20791","870.68876","1477.47448","1337.89369","1860.63603","4707.87657","4989.99948","4580.75485","6895.63114","4142.92065","1231.28853","925.49794","1132.91097","1147.41594",
"계","계","경기도","계통","생산량:계","","2168.445","1613.115","1915.313","1328.885","166.323","266.971","403.024","311.242","218.929","241.14","1126.547","4448.141","3672.556","2682.605","2873.213","2127.661","93.158","134.415","243.863","377.174","276.922","336.167","1436.267","4138.227","4064.864","2181.595","3091.89","2263.777","177.103","249.632","480.388","425.339","295.74","421.969","1321.937","2994.786","4836.767","4103.164","4864.795","2987.667","285.054","393.737","430.617","286.528","228.753","255.547","1931.663","5656.295","5563.336","6294.858","6445.076","1741.299","341.442","152.137","225.278","322.572","226.745","278.399","1114.85","5857.899","4049.871","3728.776","7004.211","3320.482","88.208","148.108","186.263","125.743","275.375","479.346","1314.719","4104.517","4647.266","4203.481","6524.357","3231.196","182.269","156.3","298.138","280.248",
"계","계","경기도","비계통","생산량:계","","257.73215","262.29676","330.24396","558.21795","904.21097","446.45264","323.22746","284.8025","429.3529","393.31043","1117.0303","659.48818","424.70798","560.2868","369.15689","944.09478","462.09069","423.67484","318.82425","390.82702","1471.93069","496.73764","1013.51524","827.94653","172.72811","512.5413","1288.26298","946.18143","604.02505","558.68125","450.19811","431.81494","877.93213","678.24624","642.16465","852.27465","405.98282","961.85875","625.87822","1181.32536","571.47731","662.59093","426.79237","509.77994","780.51898","710.94256","627.79823","506.62816","435.34747","704.49208","463.3352","417.34358","932.77002","516.64386","440.0594","365.79515","803.14107","643.17587","654.35749","1204.24925","807.55772","1022.19236","1006.38089","871.00381","777.19271","590.84932","682.94491","744.94576","1202.09948","858.54769","545.91703","603.35957","342.73348","377.27385","371.27414","911.72465","1049.01953","769.19794","834.77297","867.16794",
"계","계","강원도","계","생산량:계","","4882.31783","5279.79031","5304.228","4948.3953","4146.40234","5522.40108","3475.71538","2329.08629","3390.38243","7021.56581","7317.43143","6180.48876","4160.73863","3767.85913","4213.04702","3979.49573","3445.71258","4703.83306","3998.82233","3371.69323","4385.83774","5787.31143","4358.09667","4212.30186","4161.96588","2971.24662","2561.87073","3801.27067","4017.80926","5249.91039","4492.01805","5074.42912","6123.49676","5998.98177","5927.90065","5240.77423","4937.69205","2981.65865","2718.88743","3730.2767","3976.32849","4177.73611","4287.18749","4094.25255","4656.73849","5390.50753","5983.3728","6257.36793","3417.07124","2297.71974","2394.02696","2584.02422","3776.5903","5875.82563","3755.90705","2774.74035","3329.89613","3939.41049","4915.04214","6291.10779","4291.42887","2110.69053","3182.95942","4165.18542","4672.16099","5006.12367","4375.99039","3007.36071","3508.96746","5228.42419","5070.17749","5349.2651","3936.90388","2367.17043","2996.72779","4513.63928","4227.59685","4919.76815","5279.98283","7176.23467",
"계","계","강원도","계통","생산량:계","","3013.293","3869.825","3230.063","2992.561","2282.416","2612.719","1564.512","1393.895","1660.035","5120.544","5622.039","4295.904","2626.501","2333.356","2051.215","2301.489","1565.295","2208.583","1600.159","1263.8","2385.404","3785.777","2923.915","2936.934","2525.167","1415.742","1224.687","1652.73","2112.201","2492.192","1988.467","2868.534","3978.992","4625.015","4424.141","3743.173","3154.914","1916.515","1724.939","2364.016","2479.012","2444.861","2740.468","2612.651","2972.179","3291.329","4372.31","4776.965","2307.58","1431.572","1442.524","1621.484","2418.64","4249.89","2406.613","1345.832","2519.11","2857.845","3942.914","5057.095","3262.081","1297.442","2037.341","2953.347","2556.177","3305.594","3000.395","1940.863","2775.67","4129.77","4540.286","4301.13","2467.66","1610.073","1816.335","2381.799","2523.007","2522.291","2327.91","2708.904",
"계","계","강원도","비계통","생산량:계","","1869.02483","1409.96531","2074.165","1955.8343","1863.98634","2909.68208","1911.20338","935.19129","1730.34743","1901.02181","1695.39243","1884.58476","1534.23763","1434.50313","2161.83202","1678.00673","1880.41758","2495.25006","2398.66333","2107.89323","2000.43374","2001.53443","1434.18167","1275.36786","1636.79888","1555.50462","1337.18373","2148.54067","1905.60826","2757.71839","2503.55105","2205.89512","2144.50476","1373.96677","1503.75965","1497.60123","1782.77805","1065.14365","993.94843","1366.2607","1497.31649","1732.87511","1546.71949","1481.60155","1684.55949","2099.17853","1611.0628","1480.40293","1109.49124","866.14774","951.50296","962.54022","1357.9503","1625.93563","1349.29405","1428.90835","810.78613","1081.56549","972.12814","1234.01279","1029.34787","813.24853","1145.61842","1211.83842","2115.98399","1700.52967","1375.59539","1066.49771","733.29746","1098.65419","529.89149","1048.1351","1469.24388","757.09743","1180.39279","2131.84028","1704.58985","2397.47715","2952.07283","4467.33067",
"계","계","충청북도","계","생산량:계","","189.11456","123.21033","178.47023","173.78008","170.1423","189.89707","217.88532","227.91811","211.75136","310.38553","198.64623","142.45246","159.1572","156.39327","171.01466","206.33428","227.99019","251.19298","209.2644","205.1393","211.23703","225.20576","175.93927","167.54223","101.08239","149.8605","232.72427","212.29765","162.50378","169.49616","205.21156","220.70303","212.64815","210.19828","201.0814","128.41064","128.7056","116.38066","137.08498","185.446","209.61007","195.9219","187.55623","152.75729","156.45377","170.75455","170.55251","195.23332","158.89396","151.29012","166.44183","149.72013","181.95581","172.6041","214.60372","169.74712","220.43243","440.60622","224.1106","132.29371","125.18","220.08","163.086","131.7605","156.762","174.884","201.6964","160.777","173.0484","210.508","184.982","130.4","112.57325","98.6735","181.55825","188.83426","169.21913","130.7405","200.1385","172.13788",
"계","계","충청북도","비계통","생산량:계","","189.11456","123.21033","178.47023","173.78008","170.1423","189.89707","217.88532","227.91811","211.75136","310.38553","198.64623","142.45246","159.1572","156.39327","171.01466","206.33428","227.99019","251.19298","209.2644","205.1393","211.23703","225.20576","175.93927","167.54223","101.08239","149.8605","232.72427","212.29765","162.50378","169.49616","205.21156","220.70303","212.64815","210.19828","201.0814","128.41064","128.7056","116.38066","137.08498","185.446","209.61007","195.9219","187.55623","152.75729","156.45377","170.75455","170.55251","195.23332","158.89396","151.29012","166.44183","149.72013","181.95581","172.6041","214.60372","169.74712","220.43243","440.60622","224.1106","132.29371","125.18","220.08","163.086","131.7605","156.762","174.884","201.6964","160.777","173.0484","210.508","184.982","130.4","112.57325","98.6735","181.55825","188.83426","169.21913","130.7405","200.1385","172.13788",
"계","계","충청남도","계","생산량:계","","10322.33002","9019.72909","10989.59428","8093.47001","9306.21601","10484.68301","3465.65598","6939.35043","9509.60876","9995.4693","13447.55509","16990.11002","17662.43908","16748.43425","13914.2085","7188.78443","7712.60125","10227.32071","5723.81636","11795.05043","23997.46805","12971.34556","17087.49206","17927.57671","11366.85581","8183.46193","13276.70136","5824.73999","11775.49608","11765.09976","3976.43996","8387.91073","18821.34075","16566.34268","17355.5942","18797.32606","18015.95617","14057.39373","13621.84317","6612.47979","9134.0823","15761.90084","5028.01645","13193.7944","15967.46635","17322.35205","13300.7997","17405.4628","13037.50316","13787.07652","13488.50559","7827.6591","13882.57333","11957.4174","4239.02748","9169.85971","16228.80456","15644.70592","16037.61357","16748.2049","12194.12601","14357.80769","17892.18983","9569.42623","18508.62989","10216.86788","4463.11035","6484.88463","11076.3092","9557.46764","13111.36316","12587.15006","13087.50253","12256.74427","10877.23532","6023.40391","22534.53661","9343.98937","3825.27659","7492.37809",
